"","Anno","Mese","NaturaIncidente","Incidenti","Feriti","Morti"
"1641",2016,3,"Investimento pedone",104,127,1
"1642",2016,3,"Scontro frontale",11,18,0
"1643",2016,3,"Scontro frontale - laterale",261,410,1
"1644",2016,3,"Scontro laterale",81,96,0
"1645",2016,3,"Tamponamento",79,124,0
"1646",2016,3,"Urto con ostacolo",38,49,0
"1647",2016,3,"Urto con veicolo in fermata o sosta",72,97,0
"1648",2016,4,"Altre cause",5,8,0
"1649",2016,4,"Fuoriuscita, sbandamento",88,98,0
"1650",2016,4,"Investimento pedone",126,141,0
"1651",2016,4,"Scontro frontale",12,25,0
"1652",2016,4,"Scontro frontale - laterale",279,391,0
"1653",2016,4,"Scontro laterale",97,125,0
"1654",2016,4,"Tamponamento",83,127,0
"1655",2016,4,"Urto con ostacolo",39,45,1
"1656",2016,4,"Urto con veicolo in fermata o sosta",92,113,1
"1657",2016,5,"Altre cause",6,6,0
"1658",2016,5,"Fuoriuscita, sbandamento",107,116,0
"1659",2016,5,"Investimento pedone",130,146,1
"1660",2016,5,"Scontro frontale",7,10,0
"1661",2016,5,"Scontro frontale - laterale",293,443,0
"1662",2016,5,"Scontro laterale",92,111,0
"1663",2016,5,"Tamponamento",90,154,0
"1664",2016,5,"Urto con ostacolo",52,68,0
"1665",2016,5,"Urto con veicolo in fermata o sosta",89,114,1
"1666",2016,6,"Altre cause",7,7,0
"1667",2016,6,"Fuoriuscita, sbandamento",83,92,0
"1668",2016,6,"Investimento pedone",126,144,2
"1669",2016,6,"Scontro frontale",18,24,1
"1670",2016,6,"Scontro frontale - laterale",245,350,2
"1671",2016,6,"Scontro laterale",86,107,0
"1672",2016,6,"Tamponamento",89,131,0
"1673",2016,6,"Urto con ostacolo",41,44,0
"1674",2016,6,"Urto con veicolo in fermata o sosta",72,88,0
"1675",2016,7,"Altre cause",4,4,0
"1676",2016,7,"Fuoriuscita, sbandamento",97,106,1
"1677",2016,7,"Investimento pedone",99,117,0
"1678",2016,7,"Scontro frontale",13,19,0
"1679",2016,7,"Scontro frontale - laterale",241,350,1
"1680",2016,7,"Scontro laterale",92,108,0
"1681",2016,7,"Tamponamento",93,137,0
"1682",2016,7,"Urto con ostacolo",46,54,2
"1683",2016,7,"Urto con veicolo in fermata o sosta",85,119,0
"1684",2016,8,"Altre cause",3,3,0
"1685",2016,8,"Fuoriuscita, sbandamento",48,53,0
"1686",2016,8,"Investimento pedone",58,69,1
"1687",2016,8,"Scontro frontale",6,13,0
"1688",2016,8,"Scontro frontale - laterale",149,216,0
"1689",2016,8,"Scontro laterale",34,44,0
"1690",2016,8,"Tamponamento",44,72,0
"1691",2016,8,"Urto con ostacolo",28,35,0
"1692",2016,8,"Urto con veicolo in fermata o sosta",59,80,0
"1693",2016,9,"Altre cause",11,15,0
"1694",2016,9,"Fuoriuscita, sbandamento",106,115,2
"1695",2016,9,"Investimento pedone",103,128,2
"1696",2016,9,"Scontro frontale",15,26,1
"1697",2016,9,"Scontro frontale - laterale",243,349,0
"1698",2016,9,"Scontro laterale",93,110,0
"1699",2016,9,"Tamponamento",83,133,0
"1700",2016,9,"Urto con ostacolo",43,52,0
"1701",2016,9,"Urto con veicolo in fermata o sosta",77,99,0
"1702",2016,10,"Altre cause",6,9,0
"1703",2016,10,"Fuoriuscita, sbandamento",122,133,0
"1704",2016,10,"Investimento pedone",136,170,0
"1705",2016,10,"Scontro frontale",13,14,1
"1706",2016,10,"Scontro frontale - laterale",275,363,1
"1707",2016,10,"Scontro laterale",96,115,1
"1708",2016,10,"Tamponamento",88,138,0
"1709",2016,10,"Urto con ostacolo",56,67,0
"1710",2016,10,"Urto con veicolo in fermata o sosta",81,102,0
"1711",2016,11,"Altre cause",3,3,0
"1712",2016,11,"Fuoriuscita, sbandamento",81,88,0
"1713",2016,11,"Investimento pedone",162,190,6
"1714",2016,11,"Scontro frontale",12,14,0
"1715",2016,11,"Scontro frontale - laterale",244,363,1
"1716",2016,11,"Scontro laterale",70,86,0
"1717",2016,11,"Tamponamento",96,146,0
"1718",2016,11,"Urto con ostacolo",70,83,0
"1719",2016,11,"Urto con veicolo in fermata o sosta",81,107,1
"1720",2016,12,"Altre cause",4,4,0
"1721",2016,12,"Fuoriuscita, sbandamento",58,63,0
"1722",2016,12,"Investimento pedone",105,119,3
"1723",2016,12,"Scontro frontale",5,5,0
"1724",2016,12,"Scontro frontale - laterale",200,304,1
"1725",2016,12,"Scontro laterale",62,70,0
"1726",2016,12,"Tamponamento",52,71,0
"1727",2016,12,"Urto con ostacolo",38,43,0
"1728",2016,12,"Urto con veicolo in fermata o sosta",56,72,1
"1729",2017,1,"Altre cause",6,6,0
"1730",2017,1,"Fuoriuscita, sbandamento",54,56,0
"1731",2017,1,"Investimento pedone",96,116,1
"1732",2017,1,"Scontro frontale",6,10,0
"1733",2017,1,"Scontro frontale - laterale",190,272,0
"1734",2017,1,"Scontro laterale",49,55,0
"1735",2017,1,"Tamponamento",69,99,0
"1736",2017,1,"Urto con ostacolo",32,33,2
"1737",2017,1,"Urto con veicolo in fermata o sosta",60,78,0
"1738",2017,2,"Altre cause",7,7,0
"1739",2017,2,"Fuoriuscita, sbandamento",59,63,0
"1740",2017,2,"Investimento pedone",124,143,2
"1741",2017,2,"Scontro frontale",6,10,0
"1742",2017,2,"Scontro frontale - laterale",184,282,1
"1743",2017,2,"Scontro laterale",51,65,0
"1744",2017,2,"Tamponamento",53,83,0
"1745",2017,2,"Urto con ostacolo",43,45,1
"1746",2017,2,"Urto con veicolo in fermata o sosta",70,90,0
"1747",2017,3,"Altre cause",5,6,0
"1748",2017,3,"Fuoriuscita, sbandamento",80,90,0
"1749",2017,3,"Investimento pedone",136,167,1
"1750",2017,3,"Scontro frontale",10,15,0
"1751",2017,3,"Scontro frontale - laterale",264,365,1
"1752",2017,3,"Scontro laterale",82,87,0
"1753",2017,3,"Tamponamento",95,144,0
"1754",2017,3,"Urto con ostacolo",36,39,1
"1755",2017,3,"Urto con veicolo in fermata o sosta",80,103,0
"1756",2017,4,"Altre cause",2,2,0
"1757",2017,4,"Fuoriuscita, sbandamento",97,104,0
"1758",2017,4,"Investimento pedone",96,111,1
"1759",2017,4,"Scontro frontale",17,23,0
"1760",2017,4,"Scontro frontale - laterale",234,362,2
"1761",2017,4,"Scontro laterale",77,88,0
"1762",2017,4,"Tamponamento",82,128,0
"1763",2017,4,"Urto con ostacolo",38,46,1
"1764",2017,4,"Urto con veicolo in fermata o sosta",74,90,0
"1765",2017,5,"Altre cause",7,8,0
"1766",2017,5,"Fuoriuscita, sbandamento",83,92,0
"1767",2017,5,"Investimento pedone",118,137,3
"1768",2017,5,"Scontro frontale",15,18,0
"1769",2017,5,"Scontro frontale - laterale",241,345,0
"1770",2017,5,"Scontro laterale",83,101,0
"1771",2017,5,"Tamponamento",89,133,0
"1772",2017,5,"Urto con ostacolo",50,63,0
"1773",2017,5,"Urto con veicolo in fermata o sosta",108,129,1
"1774",2017,6,"Altre cause",9,11,0
"1775",2017,6,"Fuoriuscita, sbandamento",93,105,0
"1776",2017,6,"Investimento pedone",111,128,0
"1777",2017,6,"Scontro frontale",5,5,0
"1778",2017,6,"Scontro frontale - laterale",248,359,1
"1779",2017,6,"Scontro laterale",90,106,0
"1780",2017,6,"Tamponamento",73,99,0
"1781",2017,6,"Urto con ostacolo",48,59,0
"1782",2017,6,"Urto con veicolo in fermata o sosta",82,99,0
"1783",2017,7,"Altre cause",5,5,0
"1784",2017,7,"Fuoriuscita, sbandamento",89,96,1
"1785",2017,7,"Investimento pedone",74,87,0
"1786",2017,7,"Scontro frontale",15,19,1
"1787",2017,7,"Scontro frontale - laterale",225,330,1
"1788",2017,7,"Scontro laterale",70,79,1
"1789",2017,7,"Tamponamento",83,128,0
"1790",2017,7,"Urto con ostacolo",55,62,3
"1791",2017,7,"Urto con veicolo in fermata o sosta",75,92,0
"1792",2017,8,"Altre cause",4,10,0
"1793",2017,8,"Fuoriuscita, sbandamento",60,64,0
"1794",2017,8,"Investimento pedone",43,46,0
"1795",2017,8,"Scontro frontale",7,9,0
"1796",2017,8,"Scontro frontale - laterale",151,229,0
"1797",2017,8,"Scontro laterale",45,48,0
"1798",2017,8,"Tamponamento",42,65,0
"1799",2017,8,"Urto con ostacolo",41,51,1
"1800",2017,8,"Urto con veicolo in fermata o sosta",35,43,1
"1801",2017,9,"Altre cause",5,6,0
"1802",2017,9,"Fuoriuscita, sbandamento",95,105,0
"1803",2017,9,"Investimento pedone",129,156,4
"1804",2017,9,"Scontro frontale",9,15,0
"1805",2017,9,"Scontro frontale - laterale",228,336,0
"1806",2017,9,"Scontro laterale",98,115,1
"1807",2017,9,"Tamponamento",73,112,0
"1808",2017,9,"Urto con ostacolo",40,44,0
"1809",2017,9,"Urto con veicolo in fermata o sosta",69,89,0
"1810",2017,10,"Altre cause",6,6,0
"1811",2017,10,"Fuoriuscita, sbandamento",84,89,0
"1812",2017,10,"Investimento pedone",139,164,0
"1813",2017,10,"Scontro frontale",14,24,0
"1814",2017,10,"Scontro frontale - laterale",261,361,1
"1815",2017,10,"Scontro laterale",81,96,0
"1816",2017,10,"Tamponamento",75,119,1
"1817",2017,10,"Urto con ostacolo",38,47,0
"1818",2017,10,"Urto con veicolo in fermata o sosta",92,123,0
"1819",2017,11,"Altre cause",6,6,0
"1820",2017,11,"Fuoriuscita, sbandamento",92,97,0
"1821",2017,11,"Investimento pedone",126,145,1
"1822",2017,11,"Scontro frontale",14,15,1
"1823",2017,11,"Scontro frontale - laterale",267,378,0
"1824",2017,11,"Scontro laterale",70,89,1
"1825",2017,11,"Tamponamento",77,109,0
"1826",2017,11,"Urto con ostacolo",42,53,0
"1827",2017,11,"Urto con veicolo in fermata o sosta",79,96,0
"1828",2017,12,"Altre cause",3,3,0
"1829",2017,12,"Fuoriuscita, sbandamento",69,70,0
"1830",2017,12,"Investimento pedone",139,157,6
"1831",2017,12,"Scontro frontale",6,7,0
"1832",2017,12,"Scontro frontale - laterale",196,268,2
"1833",2017,12,"Scontro laterale",59,70,0
"1834",2017,12,"Tamponamento",76,107,0
"1835",2017,12,"Urto con ostacolo",46,56,0
"1836",2017,12,"Urto con veicolo in fermata o sosta",58,72,1
"1837",2018,1,"Altre cause",4,4,0
"1838",2018,1,"Fuoriuscita, sbandamento",88,92,1
"1839",2018,1,"Investimento pedone",124,144,4
"1840",2018,1,"Scontro frontale",17,23,0
"1841",2018,1,"Scontro frontale - laterale",194,296,3
"1842",2018,1,"Scontro laterale",69,80,0
"1843",2018,1,"Tamponamento",44,73,0
"1844",2018,1,"Urto con ostacolo",31,37,0
"1845",2018,1,"Urto con veicolo in fermata o sosta",64,88,0
"1846",2018,2,"Altre cause",9,9,0
"1847",2018,2,"Fuoriuscita, sbandamento",72,76,0
"1848",2018,2,"Investimento pedone",123,143,2
"1849",2018,2,"Scontro frontale",9,14,0
"1850",2018,2,"Scontro frontale - laterale",189,275,0
"1851",2018,2,"Scontro laterale",44,51,0
"1852",2018,2,"Tamponamento",72,110,0
"1853",2018,2,"Urto con ostacolo",43,57,0
"1854",2018,2,"Urto con veicolo in fermata o sosta",66,84,1
"1855",2018,3,"Altre cause",2,2,0
"1856",2018,3,"Fuoriuscita, sbandamento",70,75,0
"1857",2018,3,"Investimento pedone",134,152,1
"1858",2018,3,"Scontro frontale",9,11,0
"1859",2018,3,"Scontro frontale - laterale",180,272,0
"1860",2018,3,"Scontro laterale",69,77,0
"1861",2018,3,"Tamponamento",79,116,0
"1862",2018,3,"Urto con ostacolo",47,53,1
"1863",2018,3,"Urto con veicolo in fermata o sosta",63,84,0
"1864",2018,4,"Altre cause",7,8,0
"1865",2018,4,"Fuoriuscita, sbandamento",66,72,0
"1866",2018,4,"Investimento pedone",131,159,1
"1867",2018,4,"Scontro frontale",10,19,0
"1868",2018,4,"Scontro frontale - laterale",215,319,1
"1869",2018,4,"Scontro laterale",54,61,0
"1870",2018,4,"Tamponamento",80,136,0
"1871",2018,4,"Urto con ostacolo",40,48,0
"1872",2018,4,"Urto con veicolo in fermata o sosta",72,86,0
"1873",2018,5,"Altre cause",10,16,0
"1874",2018,5,"Fuoriuscita, sbandamento",88,95,0
"1875",2018,5,"Investimento pedone",123,141,2
"1876",2018,5,"Scontro frontale",18,26,0
"1877",2018,5,"Scontro frontale - laterale",229,346,2
"1878",2018,5,"Scontro laterale",89,101,0
"1879",2018,5,"Tamponamento",98,141,0
"1880",2018,5,"Urto con ostacolo",68,76,0
"1881",2018,5,"Urto con veicolo in fermata o sosta",78,94,0
"1882",2018,6,"Altre cause",6,6,0
"1883",2018,6,"Fuoriuscita, sbandamento",95,100,0
"1884",2018,6,"Investimento pedone",105,121,2
"1885",2018,6,"Scontro frontale",8,11,0
"1886",2018,6,"Scontro frontale - laterale",261,349,0
"1887",2018,6,"Scontro laterale",102,118,0
"1888",2018,6,"Tamponamento",96,139,0
"1889",2018,6,"Urto con ostacolo",49,54,0
"1890",2018,6,"Urto con veicolo in fermata o sosta",72,91,0
"1891",2018,7,"Altre cause",3,4,0
"1892",2018,7,"Fuoriuscita, sbandamento",78,90,0
"1893",2018,7,"Investimento pedone",71,86,2
"1894",2018,7,"Scontro frontale",16,28,0
"1895",2018,7,"Scontro frontale - laterale",221,338,0
"1896",2018,7,"Scontro laterale",88,110,0
"1897",2018,7,"Tamponamento",80,134,0
"1898",2018,7,"Urto con ostacolo",36,50,0
"1899",2018,7,"Urto con veicolo in fermata o sosta",74,89,0
"1900",2018,8,"Altre cause",2,2,0
"1901",2018,8,"Fuoriuscita, sbandamento",52,61,0
"1902",2018,8,"Investimento pedone",47,54,1
"1903",2018,8,"Scontro frontale",5,8,0
"1904",2018,8,"Scontro frontale - laterale",137,197,1
"1905",2018,8,"Scontro laterale",35,37,0
"1906",2018,8,"Tamponamento",36,46,0
"1907",2018,8,"Urto con ostacolo",32,45,0
"1908",2018,8,"Urto con veicolo in fermata o sosta",23,25,0
"1909",2018,9,"Altre cause",7,9,0
"1910",2018,9,"Fuoriuscita, sbandamento",96,103,0
"1911",2018,9,"Investimento pedone",104,120,3
"1912",2018,9,"Scontro frontale",11,16,0
"1913",2018,9,"Scontro frontale - laterale",245,353,4
"1914",2018,9,"Scontro laterale",75,89,0
"1915",2018,9,"Tamponamento",97,147,0
"1916",2018,9,"Urto con ostacolo",43,60,0
"1917",2018,9,"Urto con veicolo in fermata o sosta",80,94,0
"1918",2018,10,"Altre cause",4,4,0
"1919",2018,10,"Fuoriuscita, sbandamento",104,113,1
"1920",2018,10,"Investimento pedone",164,188,3
"1921",2018,10,"Scontro frontale",6,8,0
"1922",2018,10,"Scontro frontale - laterale",255,353,2
"1923",2018,10,"Scontro laterale",86,106,0
"1924",2018,10,"Tamponamento",86,127,0
"1925",2018,10,"Urto con ostacolo",47,52,1
"1926",2018,10,"Urto con veicolo in fermata o sosta",85,108,0
"1927",2018,11,"Altre cause",7,7,0
"1928",2018,11,"Fuoriuscita, sbandamento",88,92,0
"1929",2018,11,"Investimento pedone",149,170,2
"1930",2018,11,"Scontro frontale",7,8,0
"1931",2018,11,"Scontro frontale - laterale",239,316,1
"1932",2018,11,"Scontro laterale",71,85,0
"1933",2018,11,"Tamponamento",97,143,0
"1934",2018,11,"Urto con ostacolo",61,76,0
"1935",2018,11,"Urto con veicolo in fermata o sosta",63,71,0
"1936",2018,12,"Altre cause",4,4,0
"1937",2018,12,"Fuoriuscita, sbandamento",68,74,0
"1938",2018,12,"Investimento pedone",121,139,2
"1939",2018,12,"Scontro frontale",7,14,0
"1940",2018,12,"Scontro frontale - laterale",213,311,0
"1941",2018,12,"Scontro laterale",67,75,0
"1942",2018,12,"Tamponamento",63,97,1
"1943",2018,12,"Urto con ostacolo",47,55,1
"1944",2018,12,"Urto con veicolo in fermata o sosta",66,87,0
"1945",2019,1,"Altre cause",6,6,0
"1946",2019,1,"Fuoriuscita, sbandamento",80,85,0
"1947",2019,1,"Investimento pedone",114,128,1
"1948",2019,1,"Scontro frontale",10,23,0
"1949",2019,1,"Scontro frontale - laterale",178,249,1
"1950",2019,1,"Scontro laterale",48,55,0
"1951",2019,1,"Tamponamento",80,114,0
"1952",2019,1,"Urto con ostacolo",38,47,0
"1953",2019,1,"Urto con veicolo in fermata o sosta",62,81,0
"1954",2019,2,"Altre cause",9,12,0
"1955",2019,2,"Fuoriuscita, sbandamento",63,68,0
"1956",2019,2,"Investimento pedone",113,131,0
"1957",2019,2,"Scontro frontale",10,17,0
"1958",2019,2,"Scontro frontale - laterale",195,283,0
"1959",2019,2,"Scontro laterale",59,75,0
"1960",2019,2,"Tamponamento",62,90,0
"1961",2019,2,"Urto con ostacolo",47,53,1
"1962",2019,2,"Urto con veicolo in fermata o sosta",50,60,0
"1963",2019,3,"Altre cause",9,9,0
"1964",2019,3,"Fuoriuscita, sbandamento",82,89,1
"1965",2019,3,"Investimento pedone",140,165,0
"1966",2019,3,"Scontro frontale",14,22,0
"1967",2019,3,"Scontro frontale - laterale",245,336,1
"1968",2019,3,"Scontro laterale",76,83,0
"1969",2019,3,"Tamponamento",88,115,0
"1970",2019,3,"Urto con ostacolo",40,43,0
"1971",2019,3,"Urto con veicolo in fermata o sosta",81,103,0
"1972",2019,4,"Altre cause",5,5,0
"1973",2019,4,"Fuoriuscita, sbandamento",76,82,0
"1974",2019,4,"Investimento pedone",97,108,3
"1975",2019,4,"Scontro frontale",21,26,0
"1976",2019,4,"Scontro frontale - laterale",250,356,1
"1977",2019,4,"Scontro laterale",85,101,0
"1978",2019,4,"Tamponamento",57,94,0
"1979",2019,4,"Urto con ostacolo",52,63,0
"1980",2019,4,"Urto con veicolo in fermata o sosta",59,73,0
"1981",2019,5,"Altre cause",4,4,0
"1982",2019,5,"Fuoriuscita, sbandamento",91,97,0
"1983",2019,5,"Investimento pedone",113,128,2
"1984",2019,5,"Scontro frontale",16,19,0
"1985",2019,5,"Scontro frontale - laterale",237,359,0
"1986",2019,5,"Scontro laterale",102,123,0
"1987",2019,5,"Tamponamento",86,123,0
"1988",2019,5,"Urto con ostacolo",47,52,1
"1989",2019,5,"Urto con veicolo in fermata o sosta",69,85,0
"1990",2019,6,"Altre cause",3,3,0
"1991",2019,6,"Fuoriuscita, sbandamento",79,90,1
"1992",2019,6,"Investimento pedone",90,111,0
"1993",2019,6,"Scontro frontale",8,12,0
"1994",2019,6,"Scontro frontale - laterale",238,346,2
"1995",2019,6,"Scontro laterale",94,118,0
"1996",2019,6,"Tamponamento",95,146,0
"1997",2019,6,"Urto con ostacolo",40,48,0
"1998",2019,6,"Urto con veicolo in fermata o sosta",62,72,0
"1999",2019,7,"Altre cause",5,5,0
"2000",2019,7,"Fuoriuscita, sbandamento",95,103,0
"2001",2019,7,"Investimento pedone",86,96,2
"2002",2019,7,"Scontro frontale",11,14,0
"2003",2019,7,"Scontro frontale - laterale",231,337,1
"2004",2019,7,"Scontro laterale",86,107,0
"2005",2019,7,"Tamponamento",67,91,0
"2006",2019,7,"Urto con ostacolo",49,57,2
"2007",2019,7,"Urto con veicolo in fermata o sosta",73,99,0
"2008",2019,8,"Altre cause",6,6,0
"2009",2019,8,"Fuoriuscita, sbandamento",48,52,0
"2010",2019,8,"Investimento pedone",44,49,1
"2011",2019,8,"Scontro frontale",8,12,0
"2012",2019,8,"Scontro frontale - laterale",120,161,0
"2013",2019,8,"Scontro laterale",36,42,0
"2014",2019,8,"Tamponamento",38,65,0
"2015",2019,8,"Urto con ostacolo",30,33,1
"2016",2019,8,"Urto con veicolo in fermata o sosta",33,39,0
"2017",2019,9,"Altre cause",2,2,0
"2018",2019,9,"Fuoriuscita, sbandamento",85,99,0
"2019",2019,9,"Investimento pedone",106,131,0
"2020",2019,9,"Scontro frontale",11,15,0
"2021",2019,9,"Scontro frontale - laterale",225,308,0
"2022",2019,9,"Scontro laterale",73,91,0
"2023",2019,9,"Tamponamento",79,119,0
"2024",2019,9,"Urto con ostacolo",37,44,0
"2025",2019,9,"Urto con veicolo in fermata o sosta",72,99,0
"2026",2019,10,"Altre cause",2,2,0
"2027",2019,10,"Fuoriuscita, sbandamento",107,112,0
"2028",2019,10,"Investimento pedone",136,165,1
"2029",2019,10,"Scontro frontale",16,28,0
"2030",2019,10,"Scontro frontale - laterale",252,361,1
"2031",2019,10,"Scontro laterale",82,92,0
"2032",2019,10,"Tamponamento",75,110,0
"2033",2019,10,"Urto con ostacolo",60,67,0
"2034",2019,10,"Urto con veicolo in fermata o sosta",71,93,0
"2035",2019,11,"Altre cause",5,5,0
"2036",2019,11,"Fuoriuscita, sbandamento",94,96,0
"2037",2019,11,"Investimento pedone",190,221,1
"2038",2019,11,"Scontro frontale",8,8,0
"2039",2019,11,"Scontro frontale - laterale",198,287,3
"2040",2019,11,"Scontro laterale",70,80,0
"2041",2019,11,"Tamponamento",65,98,0
"2042",2019,11,"Urto con ostacolo",61,72,1
"2043",2019,11,"Urto con veicolo in fermata o sosta",62,72,0
"2044",2019,12,"Altre cause",8,8,0
"2045",2019,12,"Fuoriuscita, sbandamento",74,76,0
"2046",2019,12,"Investimento pedone",126,139,1
"2047",2019,12,"Scontro frontale",15,25,0
"2048",2019,12,"Scontro frontale - laterale",188,297,2
"2049",2019,12,"Scontro laterale",56,71,0
"2050",2019,12,"Tamponamento",53,78,0
"2051",2019,12,"Urto con ostacolo",62,75,0
"2052",2019,12,"Urto con veicolo in fermata o sosta",51,75,0
"2053",2020,1,"Altre cause",6,7,0
"2054",2020,1,"Fuoriuscita, sbandamento",63,68,0
"2055",2020,1,"Investimento pedone",115,122,2
"2056",2020,1,"Scontro frontale",8,9,0
"2057",2020,1,"Scontro frontale - laterale",163,224,0
"2058",2020,1,"Scontro laterale",37,43,0
"2059",2020,1,"Tamponamento",55,94,0
"2060",2020,1,"Urto con ostacolo",44,52,1
"2061",2020,1,"Urto con veicolo in fermata o sosta",44,59,1
"2062",2020,2,"Altre cause",2,2,0
"2063",2020,2,"Fuoriuscita, sbandamento",64,69,0
"2064",2020,2,"Investimento pedone",103,121,2
"2065",2020,2,"Scontro frontale",10,11,0
"2066",2020,2,"Scontro frontale - laterale",174,239,2
"2067",2020,2,"Scontro laterale",52,59,0
"2068",2020,2,"Tamponamento",47,66,0
"2069",2020,2,"Urto con ostacolo",29,32,0
"2070",2020,2,"Urto con veicolo in fermata o sosta",51,61,0
"2071",2020,3,"Altre cause",5,4,1
"2072",2020,3,"Fuoriuscita, sbandamento",17,18,1
"2073",2020,3,"Investimento pedone",25,26,0
"2074",2020,3,"Scontro frontale",8,10,0
"2075",2020,3,"Scontro frontale - laterale",60,81,1
"2076",2020,3,"Scontro laterale",23,27,0
"2077",2020,3,"Tamponamento",23,42,0
"2078",2020,3,"Urto con ostacolo",14,15,0
"2079",2020,3,"Urto con veicolo in fermata o sosta",24,33,0
"2080",2020,4,"Fuoriuscita, sbandamento",14,14,0
"2081",2020,4,"Investimento pedone",8,9,0
"2082",2020,4,"Scontro frontale",3,3,0
"2083",2020,4,"Scontro frontale - laterale",35,44,0
"2084",2020,4,"Scontro laterale",4,5,0
"2085",2020,4,"Tamponamento",10,14,0
"2086",2020,4,"Urto con ostacolo",6,8,0
"2087",2020,4,"Urto con veicolo in fermata o sosta",7,10,0
"2088",2020,5,"Fuoriuscita, sbandamento",58,66,0
"2089",2020,5,"Investimento pedone",33,36,0
"2090",2020,5,"Scontro frontale",10,18,0
"2091",2020,5,"Scontro frontale - laterale",97,131,0
"2092",2020,5,"Scontro laterale",41,45,1
"2093",2020,5,"Tamponamento",24,36,1
"2094",2020,5,"Urto con ostacolo",33,33,0
"2095",2020,5,"Urto con veicolo in fermata o sosta",42,48,0
"2096",2020,6,"Altre cause",1,1,0
"2097",2020,6,"Fuoriuscita, sbandamento",70,73,1
"2098",2020,6,"Investimento pedone",54,61,2
"2099",2020,6,"Scontro frontale",7,11,0
"2100",2020,6,"Scontro frontale - laterale",178,218,0
"2101",2020,6,"Scontro laterale",67,81,0
"2102",2020,6,"Tamponamento",39,50,0
"2103",2020,6,"Urto con ostacolo",47,54,0
"2104",2020,6,"Urto con veicolo in fermata o sosta",50,59,0
"2105",2020,7,"Altre cause",1,1,0
"2106",2020,7,"Fuoriuscita, sbandamento",97,106,0
"2107",2020,7,"Investimento pedone",62,69,1
"2108",2020,7,"Scontro frontale",9,11,0
"2109",2020,7,"Scontro frontale - laterale",189,262,1
"2110",2020,7,"Scontro laterale",57,63,0
"2111",2020,7,"Tamponamento",45,58,0
"2112",2020,7,"Urto con ostacolo",57,68,0
"2113",2020,7,"Urto con veicolo in fermata o sosta",64,78,0
"2114",2020,8,"Altre cause",2,5,0
"2115",2020,8,"Fuoriuscita, sbandamento",45,46,0
"2116",2020,8,"Investimento pedone",27,29,1
"2117",2020,8,"Scontro frontale",6,7,0
"2118",2020,8,"Scontro frontale - laterale",127,195,0
"2119",2020,8,"Scontro laterale",38,42,0
"2120",2020,8,"Tamponamento",32,45,0
"2121",2020,8,"Urto con ostacolo",34,40,0
"2122",2020,8,"Urto con veicolo in fermata o sosta",46,55,0
"2123",2020,9,"Altre cause",6,6,0
"2124",2020,9,"Fuoriuscita, sbandamento",98,103,0
"2125",2020,9,"Investimento pedone",85,100,1
"2126",2020,9,"Scontro frontale",9,11,0
"2127",2020,9,"Scontro frontale - laterale",223,311,0
"2128",2020,9,"Scontro laterale",82,98,0
"2129",2020,9,"Tamponamento",71,104,0
"2130",2020,9,"Urto con ostacolo",63,66,0
"2131",2020,9,"Urto con veicolo in fermata o sosta",50,61,0
"2132",2020,10,"Altre cause",2,2,0
"2133",2020,10,"Fuoriuscita, sbandamento",113,123,0
"2134",2020,10,"Investimento pedone",89,106,0
"2135",2020,10,"Scontro frontale",8,11,0
"2136",2020,10,"Scontro frontale - laterale",204,268,0
"2137",2020,10,"Scontro laterale",47,50,0
"2138",2020,10,"Tamponamento",75,110,0
"2139",2020,10,"Urto con ostacolo",62,61,2
"2140",2020,10,"Urto con veicolo in fermata o sosta",51,57,1
"2141",2020,11,"Altre cause",3,3,0
"2142",2020,11,"Fuoriuscita, sbandamento",50,51,0
"2143",2020,11,"Investimento pedone",44,50,1
"2144",2020,11,"Scontro frontale",6,9,0
"2145",2020,11,"Scontro frontale - laterale",119,160,0
"2146",2020,11,"Scontro laterale",48,50,0
"2147",2020,11,"Tamponamento",35,48,0
"2148",2020,11,"Urto con ostacolo",25,27,0
"2149",2020,11,"Urto con veicolo in fermata o sosta",32,38,0
"2150",2020,12,"Altre cause",2,2,0
"2151",2020,12,"Fuoriuscita, sbandamento",63,67,0
"2152",2020,12,"Investimento pedone",95,103,4
"2153",2020,12,"Scontro frontale",8,9,0
"2154",2020,12,"Scontro frontale - laterale",108,146,1
"2155",2020,12,"Scontro laterale",35,41,0
"2156",2020,12,"Tamponamento",41,59,0
"2157",2020,12,"Urto con ostacolo",35,39,0
"2158",2020,12,"Urto con veicolo in fermata o sosta",25,29,0
"2159",2021,1,"Altre cause",2,2,0
"2160",2021,1,"Fuoriuscita, sbandamento",42,43,1
"2161",2021,1,"Investimento pedone",72,78,0
"2162",2021,1,"Scontro frontale",7,10,0
"2163",2021,1,"Scontro frontale - laterale",115,154,0
"2164",2021,1,"Scontro laterale",32,41,0
"2165",2021,1,"Tamponamento",29,38,0
"2166",2021,1,"Urto con ostacolo",24,25,0
"2167",2021,1,"Urto con veicolo in fermata o sosta",30,39,0
"2168",2021,2,"Altre cause",4,4,0
"2169",2021,2,"Fuoriuscita, sbandamento",52,56,0
"2170",2021,2,"Investimento pedone",59,66,0
"2171",2021,2,"Scontro frontale",6,6,0
"2172",2021,2,"Scontro frontale - laterale",144,198,0
"2173",2021,2,"Scontro laterale",58,71,0
"2174",2021,2,"Tamponamento",52,73,0
